ID;Version;GenBank title;Release date;Organism name;Virus Lineage;Species;Family;Length;Submitters;Strain;Isolate;Geo location;Country;Collection date;Tissue/Specimen/Source;Host;Environmental;CDS count;Artificial;UNVERIFIED;1A;1A-strand;1B;1B-strand;2;2-strand;Host class;Species_ICTV
KU318526;KU318526.1;Human astrovirus isolate LY181-5/HAstV-4 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;LY181-5/HAstV-4;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318525;KU318525.1;Human astrovirus isolate JN189-3/HAstV-4 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN189-3/HAstV-4;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318524;KU318524.1;Human astrovirus isolate JN189-2/HAstV-4 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN189-2/HAstV-4;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318523;KU318523.1;Human astrovirus isolate LY182-10/HAstV-4 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;LY182-10/HAstV-4;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318522;KU318522.1;Human astrovirus isolate LY181-7/HAstV-4 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;LY181-7/HAstV-4;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318521;KU318521.1;Human astrovirus isolate LY186-9/HAstV-4 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;LY186-9/HAstV-4;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318520;KU318520.1;Human astrovirus isolate LY186-1/HAstV-4 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;LY186-1/HAstV-4;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318519;KU318519.1;Human astrovirus isolate LY185-1/HAstV-4 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;LY185-1/HAstV-4;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318518;KU318518.1;Human astrovirus isolate LY185-6/HAstV-4 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;LY185-6/HAstV-4;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318517;KU318517.1;Human astrovirus isolate JN244-9/HAstV-4 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN244-9/HAstV-4;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318516;KU318516.1;Human astrovirus isolate JN244-7/HAstV-4 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN244-7/HAstV-4;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318515;KU318515.1;Human astrovirus isolate JN244-6/HAstV-4 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN244-6/HAstV-4;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318514;KU318514.1;Human astrovirus isolate JN244-5/HAstV-4 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN244-5/HAstV-4;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318513;KU318513.1;Human astrovirus isolate JN244-3/HAstV-4 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN244-3/HAstV-4;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318512;KU318512.1;Human astrovirus isolate JN244-2/HAstV-4 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN244-2/HAstV-4;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318511;KU318511.1;Human astrovirus isolate JN244-1/HAstV-4 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN244-1/HAstV-4;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318510;KU318510.1;Human astrovirus isolate JN243-8/HAstV-4 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN243-8/HAstV-4;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318509;KU318509.1;Human astrovirus isolate JN243-3/HAstV-4 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN243-3/HAstV-4;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318508;KU318508.1;Human astrovirus isolate JN242-9/HAstV-4 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN242-9/HAstV-4;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318507;KU318507.1;Human astrovirus isolate JN242-7/HAstV-4 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN242-7/HAstV-4;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318506;KU318506.1;Human astrovirus isolate JN242-5/HAstV-4 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN242-5/HAstV-4;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318505;KU318505.1;Human astrovirus isolate JN242-2/HAstV-4 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN242-2/HAstV-4;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318504;KU318504.1;Human astrovirus isolate JN242-1/HAstV-4 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN242-1/HAstV-4;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318503;KU318503.1;Human astrovirus isolate JN180-8/HAstV-3 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;461.0;Zhou,N., Tao,Z. and Xu,A.;;JN180-8/HAstV-3;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-461;1.0;Mammalia;
KU318502;KU318502.1;Human astrovirus isolate JN180-6/HAstV-3 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;461.0;Zhou,N., Tao,Z. and Xu,A.;;JN180-6/HAstV-3;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-461;1.0;Mammalia;
KU318501;KU318501.1;Human astrovirus isolate JN178-5/HAstV-3 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;461.0;Zhou,N., Tao,Z. and Xu,A.;;JN178-5/HAstV-3;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-461;1.0;Mammalia;
KU318500;KU318500.1;Human astrovirus isolate JN178-3/HAstV-3 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;461.0;Zhou,N., Tao,Z. and Xu,A.;;JN178-3/HAstV-3;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-461;1.0;Mammalia;
KU318499;KU318499.1;Human astrovirus isolate JN180-5/HAstV-3 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;461.0;Zhou,N., Tao,Z. and Xu,A.;;JN180-5/HAstV-3;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-461;1.0;Mammalia;
KU318498;KU318498.1;Human astrovirus isolate JN180-1/HAstV-3 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;461.0;Zhou,N., Tao,Z. and Xu,A.;;JN180-1/HAstV-3;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-461;1.0;Mammalia;
KU318497;KU318497.1;Human astrovirus isolate JN123-10/HAstV-2 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN123-10/HAstV-2;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318496;KU318496.1;Human astrovirus isolate JN124-9/HAstV-2 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN124-9/HAstV-2;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318495;KU318495.1;Human astrovirus isolate JN179-2/HAstV-2 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN179-2/HAstV-2;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318494;KU318494.1;Human astrovirus isolate JN124-8/HAstV-2 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN124-8/HAstV-2;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318493;KU318493.1;Human astrovirus isolate JN124-4/HAstV-2 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN124-4/HAstV-2;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318492;KU318492.1;Human astrovirus isolate JN124-3/HAstV-2 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN124-3/HAstV-2;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318491;KU318491.1;Human astrovirus isolate JN177-10/HAstV-2 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN177-10/HAstV-2;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318490;KU318490.1;Human astrovirus isolate JN177-8/HAstV-2 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN177-8/HAstV-2;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318489;KU318489.1;Human astrovirus isolate JN177-7/HAstV-2 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN177-7/HAstV-2;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318488;KU318488.1;Human astrovirus isolate LY187-5/HAstV-2 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;LY187-5/HAstV-2;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318487;KU318487.1;Human astrovirus isolate JN220-6/HAstV-2 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN220-6/HAstV-2;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318486;KU318486.1;Human astrovirus isolate LY186-5/HAstV-2 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;LY186-5/HAstV-2;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318485;KU318485.1;Human astrovirus isolate LY185-8/HAstV-2 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;LY185-8/HAstV-2;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318484;KU318484.1;Human astrovirus isolate LY184-2/HAstV-2 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;LY184-2/HAstV-2;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318483;KU318483.1;Human astrovirus isolate LY185-5/HAstV-2 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;LY185-5/HAstV-2;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318482;KU318482.1;Human astrovirus isolate JN177-5/HAstV-2 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN177-5/HAstV-2;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318481;KU318481.1;Human astrovirus isolate JN124-1/HAstV-2 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN124-1/HAstV-2;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318480;KU318480.1;Human astrovirus isolate JN123-8/HAstV-2 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN123-8/HAstV-2;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318479;KU318479.1;Human astrovirus isolate JN123-3/HAstV-2 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN123-3/HAstV-2;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318478;KU318478.1;Human astrovirus isolate JN123-5/HAstV-2 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;JN123-5/HAstV-2;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318477;KU318477.1;Human astrovirus isolate LY224-2/HAstV-1 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;LY224-2/HAstV-1;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318476;KU318476.1;Human astrovirus isolate LY223-10/HAstV-1 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;LY223-10/HAstV-1;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318475;KU318475.1;Human astrovirus isolate LY223-9/HAstV-1 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;LY223-9/HAstV-1;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318474;KU318474.1;Human astrovirus isolate LY223-7/HAstV-1 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;LY223-7/HAstV-1;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318473;KU318473.1;Human astrovirus isolate LY223-6/HAstV-1 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;LY223-6/HAstV-1;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318472;KU318472.1;Human astrovirus isolate LY223-5/HAstV-1 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;LY223-5/HAstV-1;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318471;KU318471.1;Human astrovirus isolate LY223-3/HAstV-1 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;LY223-3/HAstV-1;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318470;KU318470.1;Human astrovirus isolate LY223-2/HAstV-1 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;LY223-2/HAstV-1;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318469;KU318469.1;Human astrovirus isolate LY223-1/HAstV-1 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;LY223-1/HAstV-1;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
KU318468;KU318468.1;Human astrovirus isolate LY222-10/HAstV-1 nonstructural protein and capsid protein genes, partial cds;09-MAR-2016;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;455.0;Zhou,N., Tao,Z. and Xu,A.;;LY222-10/HAstV-1;China;;2014;sewage;Homo sapiens;No;2.0;No;No;NA-NA;;2-101;1.0;93-455;1.0;Mammalia;
