Accession	LOCUS	Version	GenBank title	Release date	Organism name	Virus Lineage	Species	Family	Length	Reference_title	Submitters	PUBMED_ID	Strain	Isolate	Geo location	Country	Collection date	Tissue/Specimen/Source	Host	Environmental	CDS count	Artificial	UNVERIFIED	1A	1A-strand	1B	1B-strand	2	2-strand	host_clean	Host_species	Host_genus	Host_family	Host_order	Host_class	Host_phylum	Host_kingdom	Species_ICTV	virus_name
KU711041	KU711041	KU711041.1	Avian nephritis virus strain Avian AstV Brazil 50 RNA-dependent RNA polymerase (RdRp) gene, partial cds	27-SEP-2016	Avian nephritis virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	372	Avian nephritis virus (ANV) on Brazilian chickens farms: circulating genotypes and intra-genotypic diversity	Espinoza,L.L., Beserra,L.A., Soares,R.M. and Gregori,F.	27638777	Avian AstV Brazil 50		Brazil		2014	stool sample	chicken	No	1	No	No	NA-NA		0-372	1.0	NA-NA		Gallus gallus	Gallus gallus	Gallus	Phasianidae	Galliformes	Aves	Chordata	Metazoa	NA	NA
KU711040	KU711040	KU711040.1	Avian nephritis virus strain Avian AstV Brazil 49 RNA-dependent RNA polymerase (RdRp) gene, partial cds	27-SEP-2016	Avian nephritis virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	410	Avian nephritis virus (ANV) on Brazilian chickens farms: circulating genotypes and intra-genotypic diversity	Espinoza,L.L., Beserra,L.A., Soares,R.M. and Gregori,F.	27638777	Avian AstV Brazil 49		Brazil		2014	stool sample	chicken	No	1	No	No	NA-NA		0-410	1.0	NA-NA		Gallus gallus	Gallus gallus	Gallus	Phasianidae	Galliformes	Aves	Chordata	Metazoa	NA	NA
KU711039	KU711039	KU711039.1	Avian nephritis virus strain Avian AstV Brazil 48 RNA-dependent RNA polymerase (RdRp) gene, partial cds	27-SEP-2016	Avian nephritis virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	416	Avian nephritis virus (ANV) on Brazilian chickens farms: circulating genotypes and intra-genotypic diversity	Espinoza,L.L., Beserra,L.A., Soares,R.M. and Gregori,F.	27638777	Avian AstV Brazil 48		Brazil		2014	stool sample	chicken	No	1	No	No	NA-NA		0-416	1.0	NA-NA		Gallus gallus	Gallus gallus	Gallus	Phasianidae	Galliformes	Aves	Chordata	Metazoa	NA	NA
KU711038	KU711038	KU711038.1	Avian nephritis virus strain Avian AstV Brazil 46 RNA-dependent RNA polymerase (RdRp) gene, partial cds	27-SEP-2016	Avian nephritis virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	395	Avian nephritis virus (ANV) on Brazilian chickens farms: circulating genotypes and intra-genotypic diversity	Espinoza,L.L., Beserra,L.A., Soares,R.M. and Gregori,F.	27638777	Avian AstV Brazil 46		Brazil		2014	stool sample	chicken	No	1	No	No	NA-NA		0-395	1.0	NA-NA		Gallus gallus	Gallus gallus	Gallus	Phasianidae	Galliformes	Aves	Chordata	Metazoa	NA	NA
KU711037	KU711037	KU711037.1	Avian nephritis virus strain Avian AstV Brazil 45 RNA-dependent RNA polymerase (RdRp) gene, partial cds	27-SEP-2016	Avian nephritis virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	392	Avian nephritis virus (ANV) on Brazilian chickens farms: circulating genotypes and intra-genotypic diversity	Espinoza,L.L., Beserra,L.A., Soares,R.M. and Gregori,F.	27638777	Avian AstV Brazil 45		Brazil		2014	stool sample	chicken	No	1	No	No	NA-NA		0-392	1.0	NA-NA		Gallus gallus	Gallus gallus	Gallus	Phasianidae	Galliformes	Aves	Chordata	Metazoa	NA	NA
KU711036	KU711036	KU711036.1	Avian nephritis virus strain Avian AstV Brazil 44 RNA-dependent RNA polymerase (RdRp) gene, partial cds	27-SEP-2016	Avian nephritis virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	409	Avian nephritis virus (ANV) on Brazilian chickens farms: circulating genotypes and intra-genotypic diversity	Espinoza,L.L., Beserra,L.A., Soares,R.M. and Gregori,F.	27638777	Avian AstV Brazil 44		Brazil		2014	stool sample	chicken	No	1	No	No	NA-NA		0-409	1.0	NA-NA		Gallus gallus	Gallus gallus	Gallus	Phasianidae	Galliformes	Aves	Chordata	Metazoa	NA	NA
KU711035	KU711035	KU711035.1	Avian nephritis virus strain Avian AstV Brazil 42 RNA-dependent RNA polymerase (RdRp) gene, partial cds	27-SEP-2016	Avian nephritis virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	411	Avian nephritis virus (ANV) on Brazilian chickens farms: circulating genotypes and intra-genotypic diversity	Espinoza,L.L., Beserra,L.A., Soares,R.M. and Gregori,F.	27638777	Avian AstV Brazil 42		Brazil		2014	stool sample	chicken	No	1	No	No	NA-NA		0-411	1.0	NA-NA		Gallus gallus	Gallus gallus	Gallus	Phasianidae	Galliformes	Aves	Chordata	Metazoa	NA	NA
KU711034	KU711034	KU711034.1	Avian nephritis virus strain Avian AstV Brazil 41 RNA-dependent RNA polymerase (RdRp) gene, partial cds	27-SEP-2016	Avian nephritis virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	416	Avian nephritis virus (ANV) on Brazilian chickens farms: circulating genotypes and intra-genotypic diversity	Espinoza,L.L., Beserra,L.A., Soares,R.M. and Gregori,F.	27638777	Avian AstV Brazil 41		Brazil		2014	stool sample	chicken	No	1	No	No	NA-NA		0-416	1.0	NA-NA		Gallus gallus	Gallus gallus	Gallus	Phasianidae	Galliformes	Aves	Chordata	Metazoa	NA	NA
KU711033	KU711033	KU711033.1	Turkey astrovirus 1 strain Avian AstV Brazil 40 RNA-dependent RNA polymerase (RdRp) gene, partial cds	27-SEP-2016	Turkey astrovirus 1	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus meleagridis	Avastrovirus meleagridis	Astroviridae	397	Avian nephritis virus (ANV) on Brazilian chickens farms: circulating genotypes and intra-genotypic diversity	Espinoza,L.L., Beserra,L.A., Soares,R.M. and Gregori,F.	27638777	Avian AstV Brazil 40		Brazil		2014	stool sample	chicken	No	1	No	No	NA-NA		0-397	1.0	NA-NA		Gallus gallus	Gallus gallus	Gallus	Phasianidae	Galliformes	Aves	Chordata	Metazoa	NA	NA
KU711032	KU711032	KU711032.1	Avian nephritis virus strain Avian AstV Brazil 39 RNA-dependent RNA polymerase (RdRp) gene, partial cds	27-SEP-2016	Avian nephritis virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	391	Avian nephritis virus (ANV) on Brazilian chickens farms: circulating genotypes and intra-genotypic diversity	Espinoza,L.L., Beserra,L.A., Soares,R.M. and Gregori,F.	27638777	Avian AstV Brazil 39		Brazil		2014	stool sample	chicken	No	1	No	No	NA-NA		0-391	1.0	NA-NA		Gallus gallus	Gallus gallus	Gallus	Phasianidae	Galliformes	Aves	Chordata	Metazoa	NA	NA
KU711031	KU711031	KU711031.1	Avian nephritis virus strain Avian AstV Brazil 19 RNA-dependent RNA polymerase (RdRp) gene, partial cds	27-SEP-2016	Avian nephritis virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	391	Avian nephritis virus (ANV) on Brazilian chickens farms: circulating genotypes and intra-genotypic diversity	Espinoza,L.L., Beserra,L.A., Soares,R.M. and Gregori,F.	27638777	Avian AstV Brazil 19		Brazil		2014	stool sample	chicken	No	1	No	No	NA-NA		0-391	1.0	NA-NA		Gallus gallus	Gallus gallus	Gallus	Phasianidae	Galliformes	Aves	Chordata	Metazoa	NA	NA
KU711030	KU711030	KU711030.1	Avian nephritis virus strain Avian AstV Brazil 14 RNA-dependent RNA polymerase (RdRp) gene, partial cds	27-SEP-2016	Avian nephritis virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	411	Avian nephritis virus (ANV) on Brazilian chickens farms: circulating genotypes and intra-genotypic diversity	Espinoza,L.L., Beserra,L.A., Soares,R.M. and Gregori,F.	27638777	Avian AstV Brazil 14		Brazil		2014	stool sample	chicken	No	1	No	No	NA-NA		0-411	1.0	NA-NA		Gallus gallus	Gallus gallus	Gallus	Phasianidae	Galliformes	Aves	Chordata	Metazoa	NA	NA
KU711029	KU711029	KU711029.1	Avian nephritis virus strain Avian AstV Brazil 12 RNA-dependent RNA polymerase (RdRp) gene, partial cds	27-SEP-2016	Avian nephritis virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	410	Avian nephritis virus (ANV) on Brazilian chickens farms: circulating genotypes and intra-genotypic diversity	Espinoza,L.L., Beserra,L.A., Soares,R.M. and Gregori,F.	27638777	Avian AstV Brazil 12		Brazil		2014	stool sample	chicken	No	1	No	No	NA-NA		0-410	1.0	NA-NA		Gallus gallus	Gallus gallus	Gallus	Phasianidae	Galliformes	Aves	Chordata	Metazoa	NA	NA
KU711028	KU711028	KU711028.1	Turkey astrovirus 1 strain Avian AstV Brazil 11 RNA-dependent RNA polymerase (RdRp) gene, partial cds	27-SEP-2016	Turkey astrovirus 1	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus meleagridis	Avastrovirus meleagridis	Astroviridae	415	Avian nephritis virus (ANV) on Brazilian chickens farms: circulating genotypes and intra-genotypic diversity	Espinoza,L.L., Beserra,L.A., Soares,R.M. and Gregori,F.	27638777	Avian AstV Brazil 11		Brazil		2014	stool sample	chicken	No	1	No	No	NA-NA		0-415	1.0	NA-NA		Gallus gallus	Gallus gallus	Gallus	Phasianidae	Galliformes	Aves	Chordata	Metazoa	NA	NA
KU711027	KU711027	KU711027.1	Turkey astrovirus 1 strain Avian AstV Brazil 9 RNA-dependent RNA polymerase (RdRp) gene, partial cds	27-SEP-2016	Turkey astrovirus 1	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus meleagridis	Avastrovirus meleagridis	Astroviridae	416	Avian nephritis virus (ANV) on Brazilian chickens farms: circulating genotypes and intra-genotypic diversity	Espinoza,L.L., Beserra,L.A., Soares,R.M. and Gregori,F.	27638777	Avian AstV Brazil 9		Brazil		2014	stool sample	chicken	No	1	No	No	NA-NA		0-416	1.0	NA-NA		Gallus gallus	Gallus gallus	Gallus	Phasianidae	Galliformes	Aves	Chordata	Metazoa	NA	NA
KU711026	KU711026	KU711026.1	Chicken astrovirus strain Avian AstV Brazil 8 RNA-dependent RNA polymerase (RdRp) gene, partial cds	27-SEP-2016	Chicken astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	335	Avian nephritis virus (ANV) on Brazilian chickens farms: circulating genotypes and intra-genotypic diversity	Espinoza,L.L., Beserra,L.A., Soares,R.M. and Gregori,F.	27638777	Avian AstV Brazil 8		Brazil		2014	stool sample	chicken	No	1	No	No	NA-NA		0-335	1.0	NA-NA		Gallus gallus	Gallus gallus	Gallus	Phasianidae	Galliformes	Aves	Chordata	Metazoa	NA	NA
KU711025	KU711025	KU711025.1	Turkey astrovirus 1 strain Avian AstV Brazil 6 RNA-dependent RNA polymerase (RdRp) gene, partial cds	27-SEP-2016	Turkey astrovirus 1	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus meleagridis	Avastrovirus meleagridis	Astroviridae	409	Avian nephritis virus (ANV) on Brazilian chickens farms: circulating genotypes and intra-genotypic diversity	Espinoza,L.L., Beserra,L.A., Soares,R.M. and Gregori,F.	27638777	Avian AstV Brazil 6		Brazil		2014	stool sample	chicken	No	1	No	No	NA-NA		0-409	1.0	NA-NA		Gallus gallus	Gallus gallus	Gallus	Phasianidae	Galliformes	Aves	Chordata	Metazoa	NA	NA
KU711024	KU711024	KU711024.1	Avian nephritis virus strain Avian AstV Brazil 5 RNA-dependent RNA polymerase (RdRp) gene, partial cds	27-SEP-2016	Avian nephritis virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	410	Avian nephritis virus (ANV) on Brazilian chickens farms: circulating genotypes and intra-genotypic diversity	Espinoza,L.L., Beserra,L.A., Soares,R.M. and Gregori,F.	27638777	Avian AstV Brazil 5		Brazil		2014	stool sample	chicken	No	1	No	No	NA-NA		0-410	1.0	NA-NA		Gallus gallus	Gallus gallus	Gallus	Phasianidae	Galliformes	Aves	Chordata	Metazoa	NA	NA
KU711023	KU711023	KU711023.1	Avian nephritis virus strain Avian AstV Brazil 4 RNA-dependent RNA polymerase (RdRp) gene, partial cds	27-SEP-2016	Avian nephritis virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	410	Avian nephritis virus (ANV) on Brazilian chickens farms: circulating genotypes and intra-genotypic diversity	Espinoza,L.L., Beserra,L.A., Soares,R.M. and Gregori,F.	27638777	Avian AstV Brazil 4		Brazil		2014	stool sample	chicken	No	1	No	No	NA-NA		0-410	1.0	NA-NA		Gallus gallus	Gallus gallus	Gallus	Phasianidae	Galliformes	Aves	Chordata	Metazoa	NA	NA
KU711022	KU711022	KU711022.1	Avian nephritis virus strain Avian AstV Brazil 3 RNA-dependent RNA polymerase (RdRp) gene, partial cds	27-SEP-2016	Avian nephritis virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	412	Avian nephritis virus (ANV) on Brazilian chickens farms: circulating genotypes and intra-genotypic diversity	Espinoza,L.L., Beserra,L.A., Soares,R.M. and Gregori,F.	27638777	Avian AstV Brazil 3		Brazil		2014	stool sample	chicken	No	1	No	No	NA-NA		0-412	1.0	NA-NA		Gallus gallus	Gallus gallus	Gallus	Phasianidae	Galliformes	Aves	Chordata	Metazoa	NA	NA
KU711021	KU711021	KU711021.1	Avian nephritis virus strain Avian AstV Brazil 1 RNA-dependent RNA polymerase (RdRp) gene, partial cds	27-SEP-2016	Avian nephritis virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	410	Avian nephritis virus (ANV) on Brazilian chickens farms: circulating genotypes and intra-genotypic diversity	Espinoza,L.L., Beserra,L.A., Soares,R.M. and Gregori,F.	27638777	Avian AstV Brazil 1		Brazil		2014	stool sample	chicken	No	1	No	No	NA-NA		0-410	1.0	NA-NA		Gallus gallus	Gallus gallus	Gallus	Phasianidae	Galliformes	Aves	Chordata	Metazoa	NA	NA
KR349491	KR349491	KR349491.1	Mamastrovirus 5 strain MAstV5_Grav/2013/BRA trypsin-like serine protease (ORF1a), RNA-dependent RNA polymerase (ORF1b), and capsid protein (ORF2) genes, complete cds	26-SEP-2016	Mamastrovirus 5	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus canis	Mamastrovirus canis	Astroviridae	4981	Does the Mamastrovirus 5 cause gastroenteritis in dogs?	Alves,C.D.B.T., Budaszewski,R.F., Torikachvili,M., Granados,O.F.O., Streck,A.F. and Canal,C.W.		MAstV5_Grav/2013/BRA		Brazil		2013	fecal specimen of diarrhoea case	Canis lupus familiaris	No	3	No	No	3-1170	1.0	1550-2159	1.0	2470-4972	1.0	Canis lupus familiaris	Canis lupus	Canis	Canidae	Carnivora	Mammalia	Chordata	Metazoa	NA	NA
KR349490	KR349490	KR349490.1	Mamastrovirus 5 strain MAstV5_5617/2012/BRA trypsin-like serine protease (ORF1a), RNA-dependent RNA polymerase (ORF1b), and capsid protein (ORF2) genes, complete cds	26-SEP-2016	Mamastrovirus 5	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus canis	Mamastrovirus canis	Astroviridae	4954	Does the Mamastrovirus 5 cause gastroenteritis in dogs?	Alves,C.D.B.T., Budaszewski,R.F., Torikachvili,M., Granados,O.F.O., Streck,A.F. and Canal,C.W.		MAstV5_5617/2012/BRA		Brazil		2012	fecal specimen of diarrhoea case	Canis lupus familiaris	No	3	No	No	3-1170	1.0	1550-2657	1.0	2469-4944	1.0	Canis lupus familiaris	Canis lupus	Canis	Canidae	Carnivora	Mammalia	Chordata	Metazoa	NA	NA
KR349489	KR349489	KR349489.1	Mamastrovirus 5 strain MAstV5_237/2013/BRA trypsin-like serine protease (ORF1a), RNA-dependent RNA polymerase (ORF1b), and capsid protein (ORF2) genes, complete cds	26-SEP-2016	Mamastrovirus 5	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus canis	Mamastrovirus canis	Astroviridae	4953	Does the Mamastrovirus 5 cause gastroenteritis in dogs?	Alves,C.D.B.T., Budaszewski,R.F., Torikachvili,M., Granados,O.F.O., Streck,A.F. and Canal,C.W.		MAstV5_237/2013/BRA		Brazil		2013	fecal specimen of diarrhoea case	Canis lupus familiaris	No	3	No	No	3-1170	1.0	1550-2657	1.0	2469-4944	1.0	Canis lupus familiaris	Canis lupus	Canis	Canidae	Carnivora	Mammalia	Chordata	Metazoa	NA	NA
KR349488	KR349488	KR349488.1	Mamastrovirus 5 strain MAstV5_Sara/2013/BRA trypsin-like serine protease (ORF1a), RNA-dependent RNA polymerase (ORF1b), and capsid protein (ORF2) genes, complete cds	26-SEP-2016	Mamastrovirus 5	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus canis	Mamastrovirus canis	Astroviridae	4952	Does the Mamastrovirus 5 cause gastroenteritis in dogs?	Alves,C.D.B.T., Budaszewski,R.F., Torikachvili,M., Granados,O.F.O., Streck,A.F. and Canal,C.W.		MAstV5_Sara/2013/BRA		Brazil		2013	fecal specimen of diarrhoea case	Canis lupus familiaris	No	3	No	No	3-1170	1.0	1550-2657	1.0	2469-4944	1.0	Canis lupus familiaris	Canis lupus	Canis	Canidae	Carnivora	Mammalia	Chordata	Metazoa	NA	NA
KX273058	KX273058	KX273058.1	Primate astrovirus isolate SimianAstV, complete genome	26-SEP-2016	Primate astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	6120	Detection of a human astrovirus from chimp feces in China	Wang,X., Wang,J., Yang,S., Shen,Q. and Zhang,W.			SimianAstV						No	3	No	No	13-2377	1.0	2313-3849	1.0	3841-6079	1.0									NA	NA
KT725230	KT725230	KT725230.1	Duck astrovirus 3 isolate WF4 nonstructural protein gene, partial cds	12-SEP-2016	Duck astrovirus 3	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	442	Isolation and detection of duck astrovirus 3: implications for epidemiology and pathogencity	Liu,N. and Zhang,D.			WF4	China		15-Mar-2014		Pekin duck	No	1	No	No	0-442	1.0	NA-NA		NA-NA		Anas platyrhynchos	Anas platyrhynchos	Anas	Anatidae	Anseriformes	Aves	Chordata	Metazoa	NA	NA
KT725229	KT725229	KT725229.1	Duck astrovirus 3 isolate WF3 nonstructural protein gene, partial cds	12-SEP-2016	Duck astrovirus 3	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	442	Isolation and detection of duck astrovirus 3: implications for epidemiology and pathogencity	Liu,N. and Zhang,D.			WF3	China		15-Mar-2014		Pekin duck	No	1	No	No	0-442	1.0	NA-NA		NA-NA		Anas platyrhynchos	Anas platyrhynchos	Anas	Anatidae	Anseriformes	Aves	Chordata	Metazoa	NA	NA
KT725228	KT725228	KT725228.1	Duck astrovirus 3 isolate WF2 nonstructural protein gene, partial cds	12-SEP-2016	Duck astrovirus 3	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	442	Isolation and detection of duck astrovirus 3: implications for epidemiology and pathogencity	Liu,N. and Zhang,D.			WF2	China		15-Mar-2014		Pekin duck	No	1	No	No	0-442	1.0	NA-NA		NA-NA		Anas platyrhynchos	Anas platyrhynchos	Anas	Anatidae	Anseriformes	Aves	Chordata	Metazoa	NA	NA
KT725227	KT725227	KT725227.1	Duck astrovirus 3 isolate NM14 nonstructural protein gene, partial cds	12-SEP-2016	Duck astrovirus 3	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	442	Isolation and detection of duck astrovirus 3: implications for epidemiology and pathogencity	Liu,N. and Zhang,D.			NM14	China		13-Mar-2014		Pekin duck	No	1	No	No	0-442	1.0	NA-NA		NA-NA		Anas platyrhynchos	Anas platyrhynchos	Anas	Anatidae	Anseriformes	Aves	Chordata	Metazoa	NA	NA
KT725226	KT725226	KT725226.1	Duck astrovirus 3 isolate NM13 nonstructural protein gene, partial cds	12-SEP-2016	Duck astrovirus 3	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	442	Isolation and detection of duck astrovirus 3: implications for epidemiology and pathogencity	Liu,N. and Zhang,D.			NM13	China		13-Mar-2014		Pekin duck	No	1	No	No	0-442	1.0	NA-NA		NA-NA		Anas platyrhynchos	Anas platyrhynchos	Anas	Anatidae	Anseriformes	Aves	Chordata	Metazoa	NA	NA
KT725225	KT725225	KT725225.1	Duck astrovirus 3 isolate NM8 nonstructural protein gene, partial cds	12-SEP-2016	Duck astrovirus 3	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	442	Isolation and detection of duck astrovirus 3: implications for epidemiology and pathogencity	Liu,N. and Zhang,D.			NM8	China		13-Mar-2014		Pekin duck	No	1	No	No	0-442	1.0	NA-NA		NA-NA		Anas platyrhynchos	Anas platyrhynchos	Anas	Anatidae	Anseriformes	Aves	Chordata	Metazoa	NA	NA
KT725224	KT725224	KT725224.1	Duck astrovirus 3 isolate BJ6 nonstructural protein gene, partial cds	12-SEP-2016	Duck astrovirus 3	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	442	Isolation and detection of duck astrovirus 3: implications for epidemiology and pathogencity	Liu,N. and Zhang,D.			BJ6	China		26-Mar-2014		Pekin duck	No	1	No	No	0-442	1.0	NA-NA		NA-NA		Anas platyrhynchos	Anas platyrhynchos	Anas	Anatidae	Anseriformes	Aves	Chordata	Metazoa	NA	NA
KT725223	KT725223	KT725223.1	Duck astrovirus 3 isolate BJ4 nonstructural protein gene, partial cds	12-SEP-2016	Duck astrovirus 3	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	442	Isolation and detection of duck astrovirus 3: implications for epidemiology and pathogencity	Liu,N. and Zhang,D.			BJ4	China		26-Mar-2014		Pekin duck	No	1	No	No	0-442	1.0	NA-NA		NA-NA		Anas platyrhynchos	Anas platyrhynchos	Anas	Anatidae	Anseriformes	Aves	Chordata	Metazoa	NA	NA
KT725222	KT725222	KT725222.1	Duck astrovirus 3 isolate BJ2 nonstructural protein gene, partial cds	12-SEP-2016	Duck astrovirus 3	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	442	Isolation and detection of duck astrovirus 3: implications for epidemiology and pathogencity	Liu,N. and Zhang,D.			BJ2	China		26-Mar-2014		Pekin duck	No	1	No	No	0-442	1.0	NA-NA		NA-NA		Anas platyrhynchos	Anas platyrhynchos	Anas	Anatidae	Anseriformes	Aves	Chordata	Metazoa	NA	NA
KT725221	KT725221	KT725221.1	Duck astrovirus 3 isolate BJ1 nonstructural protein gene, partial cds	12-SEP-2016	Duck astrovirus 3	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	442	Isolation and detection of duck astrovirus 3: implications for epidemiology and pathogencity	Liu,N. and Zhang,D.			BJ1	China		26-Mar-2014		Pekin duck	No	1	No	No	0-442	1.0	NA-NA		NA-NA		Anas platyrhynchos	Anas platyrhynchos	Anas	Anatidae	Anseriformes	Aves	Chordata	Metazoa	NA	NA
KT725220	KT725220	KT725220.1	Duck astrovirus 3 isolate AH16 nonstructural protein gene, partial cds	12-SEP-2016	Duck astrovirus 3	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	442	Isolation and detection of duck astrovirus 3: implications for epidemiology and pathogencity	Liu,N. and Zhang,D.			AH16	China		16-Mar-2014		Pekin duck	No	1	No	No	0-442	1.0	NA-NA		NA-NA		Anas platyrhynchos	Anas platyrhynchos	Anas	Anatidae	Anseriformes	Aves	Chordata	Metazoa	NA	NA
KT725219	KT725219	KT725219.1	Duck astrovirus 3 isolate AH15 nonstructural protein gene, partial cds	12-SEP-2016	Duck astrovirus 3	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	442	Isolation and detection of duck astrovirus 3: implications for epidemiology and pathogencity	Liu,N. and Zhang,D.			AH15	China		16-Mar-2014		Pekin duck	No	1	No	No	0-442	1.0	NA-NA		NA-NA		Anas platyrhynchos	Anas platyrhynchos	Anas	Anatidae	Anseriformes	Aves	Chordata	Metazoa	NA	NA
KT725218	KT725218	KT725218.1	Duck astrovirus 3 isolate AH14 nonstructural protein gene, partial cds	12-SEP-2016	Duck astrovirus 3	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	442	Isolation and detection of duck astrovirus 3: implications for epidemiology and pathogencity	Liu,N. and Zhang,D.			AH14	China		16-Mar-2014		Pekin duck	No	1	No	No	0-442	1.0	NA-NA		NA-NA		Anas platyrhynchos	Anas platyrhynchos	Anas	Anatidae	Anseriformes	Aves	Chordata	Metazoa	NA	NA
KT725217	KT725217	KT725217.1	Duck astrovirus 3 isolate AH13 nonstructural protein gene, partial cds	12-SEP-2016	Duck astrovirus 3	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	442	Isolation and detection of duck astrovirus 3: implications for epidemiology and pathogencity	Liu,N. and Zhang,D.			AH13	China		16-Mar-2014		Pekin duck	No	1	No	No	0-442	1.0	NA-NA		NA-NA		Anas platyrhynchos	Anas platyrhynchos	Anas	Anatidae	Anseriformes	Aves	Chordata	Metazoa	NA	NA
