,Version,GenBank title,Release date,Organism name,Virus Lineage,Species,Family,Length,Submitters,Strain,Isolate,Geo location,Country,Collection date,Tissue/Specimen/Source,Host,Environmental,CDS count
PX095817,PX095817.1,"MAG: Avastrovirus sp. isolate WL/A.anser/Aav capsid protein gene, complete cds; RNA-dependent RNA polymerase-like gene, partial sequence; and nonstructural polyprotein gene, partial cds",18-AUG-2025,Avastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,NA,Astroviridae,7273,"Zhou,H., Yang,J., Luo,X. and Xu,J.",NA,WL/A.anser/Aav,China,NA,2023,feces,Anser anser,Yes,2
PX095816,PX095816.1,"MAG: Mamastrovirus sp. isolate SQ/N.fuscus/Mav-3 capsid protein gene, complete cds; and ORF1ab polyprotein gene, partial cds",18-AUG-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,4576,"Zhou,H., Yang,J., Luo,X. and Xu,J.",NA,SQ/N.fuscus/Mav-3,China,NA,2023,intestinal contents,Neodon fuscus,Yes,2
PX095815,PX095815.1,"MAG: Mamastrovirus sp. isolate SQ/N.fuscus/Mav-2 ORF1ab polyprotein gene, partial cds",18-AUG-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,592,"Zhou,H., Yang,J., Luo,X. and Xu,J.",NA,SQ/N.fuscus/Mav-2,China,NA,2023,intestinal contents,Neodon fuscus,Yes,1
PX095814,PX095814.1,"MAG: Mamastrovirus sp. isolate SQ/N.fuscus/Mav-1 ORF1ab polyprotein gene, partial cds",18-AUG-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,582,"Zhou,H., Yang,J., Luo,X. and Xu,J.",NA,SQ/N.fuscus/Mav-1,China,NA,2023,intestinal contents,Neodon fuscus,Yes,1
PX095800,PX095800.1,"MAG: Mamastrovirus sp. isolate DL/P.nayaur/Mav-1 nonstructural protein NSP1a and nonstructural protein NSP1ab genes, partial cds; and capsid protein precursor, gene, complete cds",18-AUG-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,6441,"Zhou,H., Yang,J., Luo,X. and Xu,J.",NA,DL/P.nayaur/Mav-1,China,NA,2023,feces,Pseudois nayaur,Yes,3
PX095793,PX095793.1,"MAG: Mamastrovirus sp. isolate SQ/C.kamensis/Mav capsid protein gene, complete cds; RNA-dependent RNA polymerase-like gene, partial sequence; and nonstructural protein NSP1a gene, complete cds",18-AUG-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,8235,"Zhou,H., Yang,J., Luo,X. and Xu,J.",NA,SQ/C.kamensis/Mav,China,NA,2023,intestinal contents,Urocricetus kamensis,Yes,2
PX095754,PX095754.1,"MAG: Mamastrovirus sp. isolate DL/P.nayaur/Mav hypothetical protein gene, partial cds",18-AUG-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1113,"Zhou,H., Yang,J., Luo,X. and Xu,J.",NA,DL/P.nayaur/Mav,China,NA,2023,feces,Pseudois nayaur,Yes,1
PX095750,PX095750.1,"MAG: Mamastrovirus sp. isolate SQ/N.fuscus/Mav ORF1ab polyprotein gene, partial cds; and ORF1ab polyprotein and capsid protein genes, complete cds",18-AUG-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,7452,"Zhou,H., Yang,J., Luo,X. and Xu,J.",NA,SQ/N.fuscus/Mav,China,NA,2023,intestinal contents,Neodon fuscus,Yes,3
PX095749,PX095749.1,"MAG: Mamastrovirus sp. isolate SQ/N.fuscus/Mav-4 nonstructural protein NSP1a gene, partial cds; and RNA-dependent RNA polymerase and capsid protein genes, complete cds",18-AUG-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,7018,"Zhou,H., Yang,J., Luo,X. and Xu,J.",NA,SQ/N.fuscus/Mav-4,China,NA,2023,intestinal contents,Neodon fuscus,Yes,3
PX095698,PX095698.1,"MAG: Avastrovirus sp. isolate DLH/A.anser/Aav-3 ORF1b gene, partial cds; and ORF2 gene, complete cds",18-AUG-2025,Avastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,NA,Astroviridae,3008,"Zhou,H., Yang,J., Luo,X. and Xu,J.",NA,DLH/A.anser/Aav-3,China,NA,2023,feces,Anser anser,Yes,2
PX095697,PX095697.1,"MAG: Avastrovirus sp. isolate DLH/A.anser/Aav-1 RNA-dependent RNA polymerase gene, partial cds",18-AUG-2025,Avastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,NA,Astroviridae,677,"Zhou,H., Yang,J., Luo,X. and Xu,J.",NA,DLH/A.anser/Aav-1,China,NA,2023,feces,Anser anser,Yes,1
PX095696,PX095696.1,"MAG: Avastrovirus sp. isolate DLH/A.anser/Aav-2 RNA polymerase-like gene, partial sequence",18-AUG-2025,Avastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,NA,Astroviridae,694,"Zhou,H., Yang,J., Luo,X. and Xu,J.",NA,DLH/A.anser/Aav-2,China,NA,2023,feces,Anser anser,Yes,0
PX095695,PX095695.1,"MAG: Avastrovirus sp. isolate DLH/A.anser/Aav ORF1b-like gene, partial sequence; and ORF1a gene, partial cds",18-AUG-2025,Avastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,NA,Astroviridae,2862,"Zhou,H., Yang,J., Luo,X. and Xu,J.",NA,DLH/A.anser/Aav,China,NA,2023,feces,Anser anser,Yes,1
PV975263,PV975263.1,UNVERIFIED: Mamastrovirus 13 isolate sheep/HA6 genomic sequence,17-AUG-2025,Mamastrovirus 13,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus ovis,Mamastrovirus ovis,Astroviridae,6411,"Mao,L. and Ran,H.",NA,sheep/HA6,China,NA,01-Mar-2025,NA,sheep,No,0
PV975262,PV975262.1,UNVERIFIED: Mamastrovirus 13 isolate sheep/HA22106 genomic sequence,17-AUG-2025,Mamastrovirus 13,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus ovis,Mamastrovirus ovis,Astroviridae,6250,"Mao,L. and Ran,H.",NA,sheep/HA22106,China,NA,01-Mar-2025,NA,sheep,No,0
PX113257,PX113257.1,"Mamastrovirus sp. isolate GCSW/14487 ORF2-like gene, partial sequence",17-AUG-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,749,"Zhou,X. and Li,J.",NA,GCSW/14487,China: Gansu,NA,2023,swabs,Bactrian camel,No,0
PX113256,PX113256.1,"Mamastrovirus sp. isolate GCSW/14487 ORF2 gene, partial cds",17-AUG-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,691,"Zhou,X. and Li,J.",NA,GCSW/14487,China: Gansu,NA,2023,swabs,Bactrian camel,No,1
PX113255,PX113255.1,"Mamastrovirus sp. isolate GCSW/74274 ORF1a-like gene, partial sequence",17-AUG-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1008,"Zhou,X. and Li,J.",NA,GCSW/74274,China: Gansu,NA,2023,swabs,Bactrian camel,No,0
PX113254,PX113254.1,"Mamastrovirus sp. isolate GCSW/7354 polyprotein gene, partial cds",17-AUG-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,1296,"Zhou,X. and Li,J.",NA,GCSW/7354,China: Gansu,NA,2023,swabs,Bactrian camel,No,1
PX113253,PX113253.1,"Mamastrovirus sp. isolate QXDL/78513 ORF1a and ORF1ab genes, complete cds; and ORF2 gene, partial cds",17-AUG-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,6374,"Zhou,X. and Li,J.",NA,QXDL/78513,China: Qinghai,NA,2023,swabs,Bactrian camel,No,3
PX113252,PX113252.1,"Mamastrovirus sp. isolate XWWT/20633 ORF1a gene, partial cds; ORF1ab-like gene, partial sequence; and ORF2 gene, complete cds",17-AUG-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,6373,"Zhou,X. and Li,J.",NA,XWWT/20633,China: Xinjiang,NA,2024,swabs,Bactrian camel,No,2
PX113251,PX113251.1,"Mamastrovirus sp. isolate MAYQ/720 ORF1ab-like gene, complete sequence; and ORF1a and ORF2 genes, complete cds",17-AUG-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,NA,Astroviridae,6309,"Zhou,X. and Li,J.",NA,MAYQ/720,China: Inner Mongolia,NA,2023,swabs,Bactrian camel,No,2
PV067282,PV067282.1,"Human astrovirus 1 isolate PO144-ITA capsid protein gene, partial cds",11-AUG-2025,Human astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,368,"Monini,M. and Di Bartolo,I.",NA,PO144-ITA,Italy,NA,Apr-2022,sea water,Homo sapiens,No,1
PV999259,PV999259.1,"Fox astrovirus isolate Pl1.5 capsid protein precursor (ORF2) gene, partial cds",10-AUG-2025,Fox astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,132,"Mazzei,M. and Pacini,M.I.",NA,Pl1.5,Italy,NA,2021,fecal sample,Vulpes vulpes (fox),No,1
PV999258,PV999258.1,"Fox astrovirus isolate Pl1.4 non-structural polyprotein (ORF1ab) and capsid protein precursor (ORF2) genes, partial cds",10-AUG-2025,Fox astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,1530,"Mazzei,M. and Pacini,M.I.",NA,Pl1.4,Italy,NA,2021,fecal sample,Vulpes vulpes (fox),No,2
PV999257,PV999257.1,"Fox astrovirus isolate Pl1.3 RNA-dependent RNA polymerase (ORF1a ORF1b) gene, partial cds",10-AUG-2025,Fox astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,1296,"Mazzei,M. and Pacini,M.I.",NA,Pl1.3,Italy,NA,2021,fecal sample,Vulpes vulpes (fox),No,1
PV999256,PV999256.1,"Fox astrovirus isolate Pl1.2 RNA-dependent RNA polymerase (ORF1b) and capsid protein (ORF2) genes, partial cds",10-AUG-2025,Fox astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,358,"Mazzei,M. and Pacini,M.I.",NA,Pl1.2,Italy,NA,2021,fecal sample,Vulpes vulpes (fox),No,2
PV999255,PV999255.1,"Fox astrovirus isolate Pl1.1 non-structural polyprotein (ORF1a) and RNA-dependent RNA polymerase (ORF1b) genes, partial cds",10-AUG-2025,Fox astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,1072,"Mazzei,M. and Pacini,M.I.",NA,Pl1.1,Italy,NA,2021,fecal sample,Vulpes vulpes (fox),No,2
PV979748,PV979748.1,"Astroviridae sp. isolate Rhabdo_Mix_4_123_Astrovirus_shrew_240620 hypothetical protein, non-structural polyprotein 1AB, and non-structural polyprotein 1A genes, complete cds",06-AUG-2025,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,6233,"Huangfu,H.",NA,Rhabdo_Mix_4_123_Astrovirus_shrew_240620,China:Hainan,NA,2024-06-20,NA,Su. murinus,No,3
PV979747,PV979747.1,"Wenzhou rodent astrovirus 1 isolate K8f_52_Astrovirus_shrew_240620 ORF1ab protein and ORF1a protein genes, complete cds; and ORF2 protein gene, partial cds",06-AUG-2025,Wenzhou rodent astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,4302,"Huangfu,H.",NA,K8f_52_Astrovirus_shrew_240620,China:Hainan,NA,2024-06-20,NA,Su. murinus,No,3
PV987765,PV987765.1,"Mamastrovirus 13 strain sheep/XY2210-4 nonstructural protein nsp1ab, nonstructural protein nsp1a, and capsid protein mRNAs, complete cds",03-AUG-2025,Mamastrovirus 13,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus ovis,Mamastrovirus ovis,Astroviridae,6280,"Mao,L. and Ran,H.",sheep/XY2210-4,NA,China,NA,01-Mar-2025,NA,sheep,No,3
PP980351,PP980351.1,"Mamastrovirus 5 isolate JBN/22D127-1 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds",01-AUG-2025,Mamastrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus canis,Mamastrovirus canis,Astroviridae,3058,"Chae,S.-B. and Oem,J.-K.",NA,JBN/22D127-1,South Korea,NA,2022,feces,Canis lupus familiaris,No,2
PP980350,PP980350.1,"Mamastrovirus 5 isolate JBN/22D67, complete genome",01-AUG-2025,Mamastrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus canis,Mamastrovirus canis,Astroviridae,6509,"Chae,S.-B. and Oem,J.-K.",NA,JBN/22D67,South Korea,NA,2022,intestine,Canis lupus familiaris,No,3
PP980349,PP980349.1,"Mamastrovirus 5 isolate JBN/22Q69-2 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds",01-AUG-2025,Mamastrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus canis,Mamastrovirus canis,Astroviridae,3037,"Chae,S.-B. and Oem,J.-K.",NA,JBN/22Q69-2,South Korea,NA,2022,intestine,Canis lupus familiaris,No,2
PP980348,PP980348.1,"Mamastrovirus 5 isolate JBN/22D17-1 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds",01-AUG-2025,Mamastrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus canis,Mamastrovirus canis,Astroviridae,3053,"Chae,S.-B. and Oem,J.-K.",NA,JBN/22D17-1,South Korea,NA,2022,intestine,Canis lupus familiaris,No,2
PP980347,PP980347.1,"Mamastrovirus 5 isolate JBN/22D16-1 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds",01-AUG-2025,Mamastrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus canis,Mamastrovirus canis,Astroviridae,3043,"Chae,S.-B. and Oem,J.-K.",NA,JBN/22D16-1,South Korea,NA,2022,intestine,Canis lupus familiaris,No,2
PP980346,PP980346.1,"Mamastrovirus 5 isolate JBN/22D15-6 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds",01-AUG-2025,Mamastrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus canis,Mamastrovirus canis,Astroviridae,3054,"Chae,S.-B. and Oem,J.-K.",NA,JBN/22D15-6,South Korea,NA,2022,intestine,Canis lupus familiaris,No,2
PP980345,PP980345.1,"Mamastrovirus 5 isolate JBN/22Q14 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds",01-AUG-2025,Mamastrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus canis,Mamastrovirus canis,Astroviridae,3043,"Chae,S.-B. and Oem,J.-K.",NA,JBN/22Q14,South Korea,NA,2022,intestine,Canis lupus familiaris,No,2
PP980344,PP980344.1,"Mamastrovirus 5 isolate JBN/23D104, complete genome",01-AUG-2025,Mamastrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus canis,Mamastrovirus canis,Astroviridae,6471,"Chae,S.-B. and Oem,J.-K.",NA,JBN/23D104,South Korea,NA,2023,feces,Canis lupus familiaris,No,3
PP980343,PP980343.1,"Mamastrovirus 5 isolate JBN/23D80 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds",01-AUG-2025,Mamastrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus canis,Mamastrovirus canis,Astroviridae,3023,"Chae,S.-B. and Oem,J.-K.",NA,JBN/23D80,South Korea,NA,2023,feces,Canis lupus familiaris,No,2
PP980342,PP980342.1,"Mamastrovirus 5 isolate JBN/23Q50 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds",01-AUG-2025,Mamastrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus canis,Mamastrovirus canis,Astroviridae,3043,"Chae,S.-B. and Oem,J.-K.",NA,JBN/23Q50,South Korea,NA,2023,feces,Canis lupus familiaris,No,2
PP980341,PP980341.1,"Mamastrovirus 5 isolate JBN/23Q48 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds",01-AUG-2025,Mamastrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus canis,Mamastrovirus canis,Astroviridae,3043,"Chae,S.-B. and Oem,J.-K.",NA,JBN/23Q48,South Korea,NA,2023,feces,Canis lupus familiaris,No,2
PP980340,PP980340.1,"Mamastrovirus 5 isolate JBN/23Q47 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds",01-AUG-2025,Mamastrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus canis,Mamastrovirus canis,Astroviridae,3117,"Chae,S.-B. and Oem,J.-K.",NA,JBN/23Q47,South Korea,NA,2023,feces,Canis lupus familiaris,No,2
PP980339,PP980339.1,"Mamastrovirus 5 isolate JBN/23Q45 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds",01-AUG-2025,Mamastrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus canis,Mamastrovirus canis,Astroviridae,3043,"Chae,S.-B. and Oem,J.-K.",NA,JBN/23Q45,South Korea,NA,2023,feces,Canis lupus familiaris,No,2
PV972769,PV972769.1,"UNVERIFIED: Mamastrovirus 13 isolate Ferri_08_N_ORF2_ASTV_GOAT_MILK_PR3 ORF2 gene, partial sequence",30-JUL-2025,Mamastrovirus 13,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus ovis,Mamastrovirus ovis,Astroviridae,397,"Ferri,G.",NA,Ferri_08_N_ORF2_ASTV_GOAT_MILK_PR3,Italy,NA,21-May-2025,Unpasteurized milk,goat; Mixed breed,No,0
PV972768,PV972768.1,"UNVERIFIED: Mamastrovirus 13 isolate Ferri_07B_N_ASTV_GOAT_MILK_PR2 ORF2 gene, partial sequence",30-JUL-2025,Mamastrovirus 13,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus ovis,Mamastrovirus ovis,Astroviridae,256,"Ferri,G.",NA,Ferri_07B_N_ASTV_GOAT_MILK_PR2,Italy,NA,21-May-2025,Unpasteurized milk,goat; Mixed breed,No,0
PV972767,PV972767.1,"UNVERIFIED: Mamastrovirus 13 isolate Ferri_07_N_ORF2_ASTV_GOAT_MILK_PR1 ORF2 gene, partial sequence",30-JUL-2025,Mamastrovirus 13,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus ovis,Mamastrovirus ovis,Astroviridae,360,"Ferri,G.",NA,Ferri_07_N_ORF2_ASTV_GOAT_MILK_PR1,Italy,NA,21-May-2025,Unpasteurized milk,goat; Mixed breed,No,0
PV972766,PV972766.1,"UNVERIFIED: Mamastrovirus 13 isolate Ferri_05_N_ORF2_GOAT_MILK_BG4 ORF2 gene, partial sequence",30-JUL-2025,Mamastrovirus 13,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus ovis,Mamastrovirus ovis,Astroviridae,460,"Ferri,G.",NA,Ferri_05_N_ORF2_GOAT_MILK_BG4,Italy,NA,24-Apr-2025,Unpasteurized milk,goat; Mixed breed,No,0
PV972765,PV972765.1,"UNVERIFIED: Mamastrovirus 13 isolate Ferri_04_N_ORF2_ASTV_GOAT_MILK_BG3 ORF2 gene, partial sequence",30-JUL-2025,Mamastrovirus 13,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus ovis,Mamastrovirus ovis,Astroviridae,360,"Ferri,G.",NA,Ferri_04_N_ORF2_ASTV_GOAT_MILK_BG3,Italy,NA,24-Apr-2025,Unpasteurized milk,goat; Mixed breed,No,0
PV972764,PV972764.1,"UNVERIFIED: Mamastrovirus 13 isolate Ferri_03_N_ORF2_ASTV_GOAT_MILK_BG2 ORF2 gene, partial sequence",30-JUL-2025,Mamastrovirus 13,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus ovis,Mamastrovirus ovis,Astroviridae,400,"Ferri,G.",NA,Ferri_03_N_ORF2_ASTV_GOAT_MILK_BG2,Italy,NA,24-Apr-2025,Unpasteurized milk,goat; Mixed breed,No,0
PV972763,PV972763.1,"UNVERIFIED: Mamastrovirus 13 isolate Ferri_02_N_ORF2_ASTV_GOAT_MILK_BG1 ORF2 gene, partial sequence",30-JUL-2025,Mamastrovirus 13,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus ovis,Mamastrovirus ovis,Astroviridae,257,"Ferri,G.",NA,Ferri_02_N_ORF2_ASTV_GOAT_MILK_BG1,Italy,NA,24-Apr-2025,Unpasteurized milk,goat; Mixed breed,No,0
PV972762,PV972762.1,"UNVERIFIED: Mamastrovirus 13 isolate Ferri_01_N_ORF2_ASTV_GOAT_MILK_O ORF2 gene, partial sequence",30-JUL-2025,Mamastrovirus 13,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus ovis,Mamastrovirus ovis,Astroviridae,460,"Ferri,G.",NA,Ferri_01_N_ORF2_ASTV_GOAT_MILK_O,Italy,NA,25-Mar-2025,Unpasteurized milk,goat; Mixed breed,No,0
PV983331,PV983331.1,"Bat astrovirus isolate 2259 Non-structural polyprotein 1AB gene, partial cds",29-JUL-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,951,"Weary,T.E., Goldberg,T.L., Orr,T.J. and Hanley,K.A.",NA,2259,USA: New Mexico,NA,14-Jul-2021,rectal swab,Myotis ciliolabrum,No,1
PV793827,PV793827.1,"MAG: Astroviridae sp. isolate AstroviridaeCranefe81 ORF1a-like, ORF1b-like, and ORF2-like genes, complete sequence",16-JUL-2025,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,7275,"Gao,J. and Ni,B.",NA,AstroviridaeCranefe81,China,NA,Jan-2024,Siberian crane feces,Leucogeranus leucogeranus,Yes,0
PV793829,PV793829.1,"MAG: Avastrovirus sp. isolate AstroviridaeGoosefe94 ORF1a-like, ORF1b-like, and ORF2-like genes, complete sequence",16-JUL-2025,Avastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,NA,Astroviridae,7104,"Gao,J. and Ni,B.",NA,AstroviridaeGoosefe94,China,NA,Jan-2024,wild geese feces,Anser sp.,Yes,0
PV793828,PV793828.1,"MAG: Avastrovirus sp. isolate AstroviridaeGoosefe87 non-structural polyprotein-like, RNA-dependent RNA polymerase-like, and capsid protein-like genes, complete sequence",16-JUL-2025,Avastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,NA,Astroviridae,7416,"Gao,J. and Ni,B.",NA,AstroviridaeGoosefe87,China,NA,Jan-2024,wild geese feces,Anser sp.,Yes,0
PV793826,PV793826.1,"MAG: Astroviridae sp. isolate AstroviridaeCranefe67 ORF1a-like, ORF1b-like, and ORF2-like genes, complete sequence",16-JUL-2025,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,7211,"Gao,J. and Ni,B.",NA,AstroviridaeCranefe67,China,NA,Jan-2024,Siberian crane feces,Leucogeranus leucogeranus,Yes,0
PV793833,PV793833.1,"MAG: Astroviridae sp. isolate AstroviridaeGoosefe95V2 RNA-dependent RNA polymerase-like gene, complete sequence",16-JUL-2025,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,3061,"Gao,J. and Ni,B.",NA,AstroviridaeGoosefe95V2,China,NA,Jan-2024,wild geese feces,Anser sp.,Yes,0
